,Seedling,SoilSource,Treatment,Tray,Position,SeedlingStatus,HarvestDate,WeighingDate,AG_Dry_mg,BG_Dry_mg,PlantSpecies,ID_num,SoilHostSpecies,Round,Age,Location,GreenhouseRound,PlantDate,Total_Dry_mg
170,A13_Live_Ce,A_13,Live,Tray2,33,Alive,11/22/17,2012/4/17,33.84,9.84,Ce,13,Ammophila,2,26,BMR,Round1,24-Aug,43.68
171,I28_Live_Bp,I_28,Live,Tray2,34,Alive,11/22/17,2012/4/17,3.78,10.23,Bp,28,IcePlant,2,11,Sonoma,Round1,24-Aug,14.01
172,B5_Live_Bp,B_5,Live,Tray2,35,Alive,11/22/17,2012/4/17,0.88,1.2,Bp,5,Baccharis,1,5,BMR,Round1,24-Aug,2.08
173,B5_Ster_La,B_5,Sterile,Tray2,36,Alive,11/22/17,2012/4/17,63.46,105.41,La,5,Baccharis,1,5,BMR,Round1,25-Aug,168.87
174,A20_Live_Aa,A_20,Live,Tray2,37,Alive,11/22/17,2012/4/17,17.69,12.7,Aa,20,Ammophila,1,16,Sonoma,Round1,24-Aug,30.39
175,I64_Live_Bp,I_64,Live,Tray2,38,Alive,11/22/17,2012/4/17,6.94,17.11,Bp,64,IcePlant,1,0.5,BMR,Round1,24-Aug,24.05
176,L35_Live_Aa,L_35,Live,Tray2,39,Alive,11/22/17,2012/4/17,80.45,48.65,Aa,35,Lupine,2,5,Sonoma,Round1,24-Aug,129.1
177,B17_Live_Ce,B_17,Live,Tray2,40,Alive,11/22/17,2012/4/17,10.41,4.27,Ce,17,Baccharis,1,7,Sonoma,Round1,24-Aug,14.68
178,L35_Ster_La,L_35,Sterile,Tray2,41,Alive,11/22/17,2012/4/17,90.32,188.99,La,35,Lupine,2,5,Sonoma,Round1,25-Aug,279.31
179,A24_Ster_Bp,A_24,Sterile,Tray2,42,Alive,11/22/17,2012/4/17,9.16,19.29,Bp,24,Ammophila,1,18,Sonoma,Round1,25-Aug,28.45
180,B36_Live_Bp,B_36,Live,Tray2,43,Alive,11/22/17,2012/4/17,6.06,10.05,Bp,36,Baccharis,2,0.5,BMR,Round1,24-Aug,16.11
181,A23_Live_La,A_23,Live,Tray2,44,Alive,11/22/17,2012/4/17,212.79,383.97,La,23,Ammophila,1,19,Sonoma,Round1,24-Aug,596.76
182,A18_Ster_Ce,A_18,Sterile,Tray2,46,Alive,11/22/17,2012/4/17,28.43,11.44,Ce,18,Ammophila,1,26,Sonoma,Round1,25-Aug,39.87
183,I41_Ster_Aa,I_41,Sterile,Tray2,47,Alive,11/22/17,2012/4/17,69.43,63.78,Aa,41,IcePlant,2,8,Sonoma,Round1,25-Aug,133.21
184,L28_Ster_La,L_28,Sterile,Tray2,49,Alive,11/22/17,2012/4/17,66.72,81.98,La,28,Lupine,1,10,BMR,Round1,25-Aug,148.7
185,L1_Live_La,L_1,Live,Tray3,1,Alive,11/23/17,2012/4/17,455.06,534.27,La,1,Lupine,1,12,BMR,Round1,24-Aug,989.33
186,A14_Ster_La,A_14,Sterile,Tray3,2,Alive,11/23/17,2012/4/17,95.36,229.83,La,14,Ammophila,2,14,BMR,Round1,25-Aug,325.19
187,A25_Live_Ce,A_25,Live,Tray3,4,Alive,11/23/17,2012/4/17,29.83,8.91,Ce,25,Ammophila,1,6,Sonoma,Round1,24-Aug,38.74
188,L28_Live_Bp,L_28,Live,Tray3,5,Alive,11/23/17,2012/4/17,10.12,20.5,Bp,28,Lupine,1,10,BMR,Round1,24-Aug,30.62
189,I55_Live_La,I_55,Live,Tray3,6,Alive,11/23/17,2012/4/17,456.11,601.49,La,55,IcePlant,1,13,Sonoma,Round1,25-Aug,1057.6
190,B10_Live_Bp,B_10,Live,Tray3,7,Alive,11/23/17,2012/4/17,3.82,9.04,Bp,10,Baccharis,2,6,BMR,Round1,24-Aug,12.86
192,A32_Live_Aa,A_32,Live,Tray3,10,Alive,11/23/17,2012/4/17,19.46,14.43,Aa,32,Ammophila,2,0.5,Sonoma,Round1,24-Aug,33.89
193,B15_Ster_La,B_15,Sterile,Tray3,11,Alive,11/23/17,2012/4/17,76.97,123.8,La,15,Baccharis,2,26,BMR,Round1,25-Aug,200.77
194,L21_Live_Aa,L_21,Live,Tray3,13,Alive,11/23/17,2012/4/17,56.28,42.96,Aa,21,Lupine,1,7,Sonoma,Round1,24-Aug,99.24
195,I28_Live_Aa,I_28,Live,Tray3,14,Alive,11/23/17,2012/4/17,20.67,13.5,Aa,28,IcePlant,2,11,Sonoma,Round1,24-Aug,34.17
196,I42_Live_Bp,I_42,Live,Tray3,15,Alive,11/23/17,2012/4/17,1.06,2.85,Bp,42,IcePlant,2,23,Sonoma,Round1,24-Aug,3.91
197,L28_Ster_Ce,L_28,Sterile,Tray3,16,Alive,11/23/17,2012/4/17,41.43,10.84,Ce,28,Lupine,1,10,BMR,Round1,25-Aug,52.27
198,I42_Live_Aa,I_42,Live,Tray3,17,Alive,11/23/17,2012/4/17,15.03,9.53,Aa,42,IcePlant,2,23,Sonoma,Round1,24-Aug,24.56
199,I28_Live_Ce,I_28,Live,Tray3,18,Alive,11/23/17,2012/4/17,13.27,2.77,Ce,28,IcePlant,2,11,Sonoma,Round1,24-Aug,16.04
201,A20_Live_La,A_20,Live,Tray3,20,Alive,11/23/17,2012/4/17,669.64,679.06,La,20,Ammophila,1,16,Sonoma,Round1,24-Aug,1348.7
202,L21_Live_La,L_21,Live,Tray3,21,Alive,11/23/17,2012/4/17,675.87,617.04,La,21,Lupine,1,7,Sonoma,Round1,24-Aug,1292.91
203,L28_Live_Ce,L_28,Live,Tray3,23,Alive,11/23/17,2012/4/17,15.56,3.92,Ce,28,Lupine,1,10,BMR,Round1,24-Aug,19.48
204,L4_Live_La,L_4,Live,Tray3,24,Alive,11/23/17,2012/4/17,339.68,310.4,La,4,Lupine,1,9,BMR,Round1,25-Aug,650.08
205,I59_Live_La,I_59,Live,Tray3,25,Alive,11/23/17,2012/4/17,446.37,486.51,La,59,IcePlant,1,22,Sonoma,Round1,24-Aug,932.88
206,I64_Live_Aa,I_64,Live,Tray3,26,Alive,11/23/17,2012/4/17,16.32,13.19,Aa,64,IcePlant,1,0.5,BMR,Round1,24-Aug,29.51
207,B11_Live_La,B_11,Live,Tray3,30,Alive,11/23/17,2012/4/17,563.12,382.66,La,11,Baccharis,1,15,BMR,Round1,24-Aug,945.78
208,L33_Ster_Bp,L_33,Sterile,Tray3,31,Alive,11/23/17,2012/4/17,18.84,31.8,Bp,33,Lupine,1,3,Sonoma,Round1,25-Aug,50.64
209,B5_Live_La,B_5,Live,Tray3,33,Alive,11/23/17,2012/4/17,877.41,765.59,La,5,Baccharis,1,5,BMR,Round1,24-Aug,1643
210,A9_Live_Bp,A_9,Live,Tray3,34,Alive,11/23/17,2012/4/17,5.15,9.28,Bp,9,Ammophila,1,23,BMR,Round1,24-Aug,14.43
211,L3_Live_Bp,L_3,Live,Tray3,35,Alive,11/23/17,2012/4/17,8.88,14.57,Bp,3,Lupine,2,6,BMR,Round1,24-Aug,23.45
212,A24_Live_Bp,A_24,Live,Tray3,36,Alive,11/23/17,2012/4/17,7.42,13.36,Bp,24,Ammophila,1,18,Sonoma,Round1,24-Aug,20.78
213,B4_Live_La,B_4,Live,Tray3,37,Alive,11/23/17,2012/4/17,459.71,463.72,La,4,Baccharis,1,22,BMR,Round1,24-Aug,923.43
214,I59_Ster_Bp,I_59,Sterile,Tray3,38,Alive,11/23/17,2012/4/17,4.49,9.89,Bp,59,IcePlant,1,22,Sonoma,Round1,25-Aug,14.38
216,B10_Live_La,B_10,Live,Tray3,40,Alive,11/23/17,2012/4/17,1077.36,929.42,La,10,Baccharis,2,6,BMR,Round1,24-Aug,2006.78
218,B10_Live_Aa,B_10,Live,Tray3,42,Alive,11/23/17,2012/4/17,16.27,11.2,Aa,10,Baccharis,2,6,BMR,Round1,24-Aug,27.47
220,L33_Live_Ce,L_33,Live,Tray3,44,Alive,11/23/17,2012/4/17,14.96,8.57,Ce,33,Lupine,1,3,Sonoma,Round1,25-Aug,23.53
221,I59_Live_Aa,I_59,Live,Tray3,45,Alive,11/23/17,2012/4/17,19.43,15.84,Aa,59,IcePlant,1,22,Sonoma,Round1,24-Aug,35.27
222,I41_Live_Aa,I_41,Live,Tray3,46,Alive,11/23/17,2012/4/17,53.57,33.23,Aa,41,IcePlant,2,8,Sonoma,Round1,24-Aug,86.8
223,B15_Ster_Aa,B_15,Sterile,Tray3,47,Alive,11/23/17,2012/4/17,94.5,106.68,Aa,15,Baccharis,2,26,BMR,Round1,25-Aug,201.18
224,L33_Ster_La,L_33,Sterile,Tray3,48,Alive,11/23/17,2012/4/17,78.12,151.57,La,33,Lupine,1,3,Sonoma,Round1,25-Aug,229.69
225,L23_Live_La,L_23,Live,Tray3,49,Alive,11/23/17,2012/4/17,764.99,1026.85,La,23,Lupine,1,7,Sonoma,Round1,24-Aug,1791.84
226,A24_Ster_Ce,A_24,Sterile,Tray6,1,Alive,11/24/17,2012/4/17,18.03,7.92,Ce,24,Ammophila,1,18,Sonoma,Round1,25-Aug,25.95
227,A24_Ster_La,A_24,Sterile,Tray6,2,Alive,11/24/17,2012/4/17,87.1,140.6,La,24,Ammophila,1,18,Sonoma,Round1,25-Aug,227.7
228,A25_Ster_Aa,A_25,Sterile,Tray6,3,Alive,11/24/17,2012/4/17,31.58,37.72,Aa,25,Ammophila,1,6,Sonoma,Round1,25-Aug,69.3
229,L73_Live_Bp,L_73,Live,Tray6,4,Alive,11/24/17,2012/4/17,2.98,7.25,Bp,73,Lupine,1,0.5,Sonoma,Round1,24-Aug,10.23
230,L33_Live_La,L_33,Live,Tray6,5,Alive,11/24/17,2012/4/17,283.74,338.2,La,33,Lupine,1,3,Sonoma,Round1,25-Aug,621.94
231,B12_Live_Ce,B_12,Live,Tray6,6,Alive,11/24/17,2012/4/17,30.72,5.99,Ce,12,Baccharis,1,21,BMR,Round1,24-Aug,36.71
232,B22_Ster_Aa,B_22,Sterile,Tray6,7,Alive,11/24/17,2012/4/17,52.42,52.13,Aa,22,Baccharis,1,12,Sonoma,Round1,25-Aug,104.55
233,I53_Live_La,I_53,Live,Tray6,9,Alive,11/24/17,2012/4/17,898.56,640.88,La,53,IcePlant,1,5,Sonoma,Round1,24-Aug,1539.44
235,B4_Live_Ce,B_4,Live,Tray6,11,Alive,11/24/17,2012/4/17,15.45,3.61,Ce,4,Baccharis,1,22,BMR,Round1,24-Aug,19.06
236,I27_Live_La,I_27,Live,Tray6,12,Alive,11/24/17,2012/4/17,835.97,855.57,La,27,IcePlant,1,18,Sonoma,Round1,24-Aug,1691.54
237,B12_Ster_Bp,B_12,Sterile,Tray6,13,Alive,11/24/17,2012/4/17,8.9,19.79,Bp,12,Baccharis,1,21,BMR,Round1,25-Aug,28.69
238,B15_Ster_Bp,B_15,Sterile,Tray6,14,Alive,11/24/17,2012/4/17,26.39,60.86,Bp,15,Baccharis,2,26,BMR,Round1,25-Aug,87.25
239,L4_Live_Ce,L_4,Live,Tray6,15,Alive,11/24/17,2012/4/17,16.2,6.06,Ce,4,Lupine,1,9,BMR,Round1,25-Aug,22.26
240,B11_Live_Aa,B_11,Live,Tray6,16,Alive,11/24/17,2012/4/17,20.02,15.43,Aa,11,Baccharis,1,15,BMR,Round1,24-Aug,35.45
241,B12_Live_La,B_12,Live,Tray6,17,Alive,11/24/17,2012/4/17,850.05,833.81,La,12,Baccharis,1,21,BMR,Round1,24-Aug,1683.86
242,A31_Ster_Bp,A_31,Sterile,Tray6,18,Alive,11/24/17,2012/4/17,4.32,11.41,Bp,31,Ammophila,1,0.5,BMR,Round1,25-Aug,15.73
243,I59_Ster_La,I_59,Sterile,Tray6,19,Alive,11/24/17,2012/4/17,638.21,822.72,La,59,IcePlant,1,22,Sonoma,Round1,25-Aug,1460.93
244,I59_Ster_Aa,I_59,Sterile,Tray6,20,Alive,11/24/17,2012/4/17,21.71,26.84,Aa,59,IcePlant,1,22,Sonoma,Round1,25-Aug,48.55
246,L31_Live_Ce,L_31,Live,Tray6,22,Alive,11/24/17,2012/5/17,37.22,9.5,Ce,31,Lupine,1,8,Sonoma,Round1,24-Aug,46.72
247,I55_Live_Ce,I_55,Live,Tray6,23,Alive,11/24/17,2012/5/17,3.32,0.82,Ce,55,IcePlant,1,13,Sonoma,Round1,25-Aug,4.14
250,A24_Ster_Aa,A_24,Sterile,Tray6,26,Alive,11/24/17,2012/5/17,40.76,43.8,Aa,24,Ammophila,1,18,Sonoma,Round1,25-Aug,84.56
251,A9_Live_Ce,A_9,Live,Tray6,27,Alive,11/24/17,2012/5/17,24.62,8.89,Ce,9,Ammophila,1,23,BMR,Round1,24-Aug,33.51
253,B10_Live_Ce,B_10,Live,Tray6,29,Alive,11/24/17,2012/5/17,5.64,1.28,Ce,10,Baccharis,2,6,BMR,Round1,24-Aug,6.92
254,A25_Ster_Ce,A_25,Sterile,Tray6,30,Alive,11/24/17,2012/5/17,31.11,10.13,Ce,25,Ammophila,1,6,Sonoma,Round1,25-Aug,41.24
256,A31_Live_Bp,A_31,Live,Tray6,32,Alive,11/24/17,2012/5/17,4.58,11.57,Bp,31,Ammophila,1,0.5,BMR,Round1,24-Aug,16.15
257,I60_Live_Ce,I_60,Live,Tray6,33,Alive,11/24/17,2012/5/17,23.28,8.17,Ce,60,IcePlant,2,25,Sonoma,Round1,24-Aug,31.45
258,B23_Ster_Bp,B_23,Sterile,Tray6,34,Alive,11/24/17,2012/5/17,12.17,17.29,Bp,23,Baccharis,1,8,Sonoma,Round1,25-Aug,29.46
259,A20_Ster_La,A_20,Sterile,Tray6,35,Alive,11/24/17,2012/5/17,138.12,230.99,La,20,Ammophila,1,16,Sonoma,Round1,25-Aug,369.11
260,L1_Ster_La,L_1,Sterile,Tray6,36,Alive,11/24/17,2012/5/17,73.62,130.14,La,1,Lupine,1,12,BMR,Round1,25-Aug,203.76
261,B12_Live_Bp,B_12,Live,Tray6,37,Alive,11/24/17,2012/5/17,5.87,8.15,Bp,12,Baccharis,1,21,BMR,Round1,24-Aug,14.02
262,B12_Ster_La,B_12,Sterile,Tray6,38,Alive,11/24/17,2012/5/17,58.1,85.6,La,12,Baccharis,1,21,BMR,Round1,25-Aug,143.7
263,L73_Live_La,L_73,Live,Tray6,39,Alive,11/24/17,2012/5/17,569.85,691.66,La,73,Lupine,1,0.5,Sonoma,Round1,24-Aug,1261.51
264,B8_Ster_Bp,B_8,Sterile,Tray6,40,Alive,11/24/17,2012/5/17,10.04,22.34,Bp,8,Baccharis,1,19,BMR,Round1,25-Aug,32.38
265,B12_Ster_Aa,B_12,Sterile,Tray6,41,Alive,11/24/17,2012/5/17,44.96,37.19,Aa,12,Baccharis,1,21,BMR,Round1,25-Aug,82.15
266,I28_Ster_Bp,I_28,Sterile,Tray6,42,Alive,11/24/17,2012/5/17,8.74,16.54,Bp,28,IcePlant,2,11,Sonoma,Round1,25-Aug,25.28
269,B4_Live_Bp,B_4,Live,Tray6,45,Alive,11/24/17,2012/5/17,6.14,9.73,Bp,4,Baccharis,1,22,BMR,Round1,24-Aug,15.87
270,B13_Ster_Aa,B_13,Sterile,Tray6,46,Alive,11/24/17,2012/5/17,37.16,4.97,Aa,13,Baccharis,1,4,BMR,Round1,25-Aug,42.13
271,A18_Ster_Bp,A_18,Sterile,Tray6,47,Alive,11/24/17,2012/5/17,15.53,24.84,Bp,18,Ammophila,1,26,Sonoma,Round1,25-Aug,40.37
272,A20_Ster_Ce,A_20,Sterile,Tray6,48,Alive,11/24/17,2012/5/17,26.64,9.47,Ce,20,Ammophila,1,16,Sonoma,Round1,25-Aug,36.11
273,L8_Ster_La,L_8,Sterile,Tray6,49,Alive,11/24/17,2012/5/17,513.82,600.56,La,8,Lupine,1,4,BMR,Round1,25-Aug,1114.38
274,A19_Ster_La,A_19,Sterile,Tray7,1,Alive,11/25/17,2012/5/17,93.92,179.2,La,19,Ammophila,1,10,Sonoma,Round1,25-Aug,273.12
277,I53_Ster_La,I_53,Sterile,Tray7,7,Alive,11/25/17,2012/5/17,73.86,180.19,La,53,IcePlant,1,5,Sonoma,Round1,25-Aug,254.05
279,I4_Ster_Bp,I_4,Sterile,Tray7,9,Alive,11/25/17,2012/5/17,3.49,10.47,Bp,4,IcePlant,1,20,BMR,Round1,25-Aug,13.96
280,I60_Live_Aa,I_60,Live,Tray7,11,Alive,11/25/17,2012/5/17,43.44,23.88,Aa,60,IcePlant,2,25,Sonoma,Round1,24-Aug,67.32
281,I8_Ster_Bp,I_8,Sterile,Tray7,12,Alive,11/25/17,2012/5/17,1.64,2.99,Bp,8,IcePlant,1,12,BMR,Round1,25-Aug,4.63
282,A28_Ster_Bp,A_28,Sterile,Tray7,14,Alive,11/25/17,2012/5/17,2.35,3.57,Bp,28,Ammophila,1,7,Sonoma,Round1,25-Aug,5.92
283,L3_Ster_La,L_3,Sterile,Tray7,15,Alive,11/25/17,2012/5/17,131.23,216.72,La,3,Lupine,2,6,BMR,Round1,25-Aug,347.95
284,B36_Ster_Ce,B_36,Sterile,Tray7,16,Alive,11/25/17,2012/5/17,2.32,0.93,Ce,36,Baccharis,2,0.5,BMR,Round1,25-Aug,3.25
285,I8_Ster_Ce,I_8,Sterile,Tray7,17,Alive,11/25/17,2012/5/17,22.63,8.31,Ce,8,IcePlant,1,12,BMR,Round1,25-Aug,30.94
287,B36_Live_La,B_36,Live,Tray7,19,Alive,11/25/17,2012/5/17,956.15,877.4,La,36,Baccharis,2,0.5,BMR,Round1,24-Aug,1833.55
288,I23_Ster_Bp,I_23,Sterile,Tray7,20,Alive,11/25/17,2012/5/17,1.14,1.38,Bp,23,IcePlant,1,15,Sonoma,Round1,25-Aug,2.52
289,L8_Ster_Ce,L_8,Sterile,Tray7,21,Alive,11/25/17,2012/5/17,21.62,6.79,Ce,8,Lupine,1,4,BMR,Round1,25-Aug,28.41
291,I8_Ster_Aa,I_8,Sterile,Tray7,23,Alive,11/25/17,2012/5/17,35.5,36.12,Aa,8,IcePlant,1,12,BMR,Round1,25-Aug,71.62
292,B12_Live_Aa,B_12,Live,Tray7,24,Alive,11/25/17,2012/5/17,42.73,26.74,Aa,12,Baccharis,1,21,BMR,Round1,24-Aug,69.47
293,A19_Ster_Bp,A_19,Sterile,Tray7,25,Alive,11/25/17,2012/5/17,5.01,10.81,Bp,19,Ammophila,1,10,Sonoma,Round1,25-Aug,15.82
294,B29_Ster_La,B_29,Sterile,Tray7,26,Alive,11/25/17,2012/5/17,84.7,129.69,La,29,Baccharis,2,10,Sonoma,Round1,25-Aug,214.39
295,B4_Ster_Aa,B_4,Sterile,Tray7,27,Alive,11/25/17,2012/5/17,46.33,43.27,Aa,4,Baccharis,1,22,BMR,Round1,25-Aug,89.6
296,I64_Ster_Ce,I_64,Sterile,Tray7,28,Alive,11/25/17,2012/5/17,19.09,5.36,Ce,64,IcePlant,1,0.5,BMR,Round1,25-Aug,24.45
297,B15_Live_La,B_15,Live,Tray7,29,Alive,11/25/17,2012/5/17,948.36,906.7,La,15,Baccharis,2,26,BMR,Round1,24-Aug,1855.06
298,B12_Ster_Ce,B_12,Sterile,Tray7,30,Alive,11/25/17,2012/5/17,32.76,12.53,Ce,12,Baccharis,1,21,BMR,Round1,25-Aug,45.29
299,A14_Live_Aa,A_14,Live,Tray7,31,Alive,11/25/17,2012/5/17,34.28,18.26,Aa,14,Ammophila,2,14,BMR,Round1,24-Aug,52.54
300,A18_Ster_La,A_18,Sterile,Tray7,32,Alive,11/25/17,2012/5/17,92.94,215.69,La,18,Ammophila,1,26,Sonoma,Round1,25-Aug,308.63
302,A25_Live_Bp,A_25,Live,Tray7,35,Alive,11/25/17,2012/5/17,3.94,8.15,Bp,25,Ammophila,1,6,Sonoma,Round1,24-Aug,12.09
303,L23_Ster_La,L_23,Sterile,Tray7,36,Alive,11/25/17,2012/5/17,76.43,132.85,La,23,Lupine,1,7,Sonoma,Round1,25-Aug,209.28
304,B29_Ster_Aa,B_29,Sterile,Tray7,37,Alive,11/25/17,2012/5/17,69,65.9,Aa,29,Baccharis,2,10,Sonoma,Round1,25-Aug,134.9
305,A3_Ster_La,A_3,Sterile,Tray7,38,Alive,11/25/17,2012/5/17,59.98,146.2,La,3,Ammophila,1,4,BMR,Round1,25-Aug,206.18
306,B36_Ster_Bp,B_36,Sterile,Tray7,39,Alive,11/25/17,2012/5/17,8.19,20.6,Bp,36,Baccharis,2,0.5,BMR,Round1,25-Aug,28.79
307,I23_Ster_Aa,I_23,Sterile,Tray7,40,Alive,11/25/17,2012/5/17,18.89,17.73,Aa,23,IcePlant,1,15,Sonoma,Round1,25-Aug,36.62
308,I60_Ster_Ce,I_60,Sterile,Tray7,41,Alive,11/25/17,2012/5/17,37.7,11.6,Ce,60,IcePlant,2,25,Sonoma,Round1,25-Aug,49.3
309,I4_Ster_Aa,I_4,Sterile,Tray7,43,Alive,11/25/17,2012/5/17,36.15,33.2,Aa,4,IcePlant,1,20,BMR,Round1,25-Aug,69.35
310,A3_Ster_Bp,A_3,Sterile,Tray7,44,Alive,11/25/17,2012/5/17,2.46,2.39,Bp,3,Ammophila,1,4,BMR,Round1,25-Aug,4.85
311,L1_Live_Aa,L_1,Live,Tray7,45,Alive,11/25/17,2012/5/17,63.56,37.84,Aa,1,Lupine,1,12,BMR,Round1,24-Aug,101.4
312,B17_Ster_Bp,B_17,Sterile,Tray7,46,Alive,11/25/17,2012/5/17,2.41,3.61,Bp,17,Baccharis,1,7,Sonoma,Round1,25-Aug,6.02
313,B34_Ster_Ce,B_34,Sterile,Tray7,47,Alive,11/25/17,2012/5/17,12.9,8.32,Ce,34,Baccharis,1,0.5,Sonoma,Round1,25-Aug,21.22
314,I8_Live_La,I_8,Live,Tray7,48,Alive,11/25/17,2012/5/17,566.16,416.61,La,8,IcePlant,1,12,BMR,Round1,24-Aug,982.77
315,I64_Live_Ce,I_64,Live,Tray7,49,Alive,11/25/17,2012/5/17,11.23,4.25,Ce,64,IcePlant,1,0.5,BMR,Round1,24-Aug,15.48
316,A28_Live_Ce,A_28,Live,Tray8,1,Alive,11/26/17,2012/5/17,13.25,8.06,Ce,28,Ammophila,1,7,Sonoma,Round1,25-Aug,21.31
317,L73_Ster_La,L_73,Sterile,Tray8,2,Alive,11/26/17,2012/5/17,69.98,156.91,La,73,Lupine,1,0.5,Sonoma,Round1,25-Aug,226.89
318,B10_Ster_Aa,B_10,Sterile,Tray8,3,Alive,11/26/17,2012/5/17,42.1,35.74,Aa,10,Baccharis,2,6,BMR,Round1,25-Aug,77.84
319,L33_Ster_Ce,L_33,Sterile,Tray8,4,Alive,11/26/17,2012/5/17,27.41,12.64,Ce,33,Lupine,1,3,Sonoma,Round1,25-Aug,40.05
320,A28_Live_Aa,A_28,Live,Tray8,6,Alive,11/26/17,2012/5/17,22.13,14.52,Aa,28,Ammophila,1,7,Sonoma,Round1,25-Aug,36.65
321,I55_Ster_Bp,I_55,Sterile,Tray8,7,Alive,11/26/17,2012/5/17,2.51,5.79,Bp,55,IcePlant,1,13,Sonoma,Round1,25-Aug,8.3
322,I55_Live_Bp,I_55,Live,Tray8,8,Alive,11/26/17,2012/5/17,1.72,4.28,Bp,55,IcePlant,1,13,Sonoma,Round1,25-Aug,6
324,I55_Ster_Aa,I_55,Sterile,Tray8,10,Alive,11/26/17,2012/5/17,27.31,28.56,Aa,55,IcePlant,1,13,Sonoma,Round1,25-Aug,55.87
325,B22_Ster_Ce,B_22,Sterile,Tray8,12,Alive,11/26/17,2012/5/17,28.5,10.17,Ce,22,Baccharis,1,12,Sonoma,Round1,25-Aug,38.67
326,B8_Ster_Aa,B_8,Sterile,Tray8,13,Alive,11/26/17,2012/5/17,58.43,63.7,Aa,8,Baccharis,1,19,BMR,Round1,25-Aug,122.13
327,I23_Ster_La,I_23,Sterile,Tray8,14,Alive,11/26/17,2012/5/17,53.64,151.83,La,23,IcePlant,1,15,Sonoma,Round1,25-Aug,205.47
328,A28_Live_La,A_28,Live,Tray8,15,Alive,11/26/17,2012/5/17,57.2,157.47,La,28,Ammophila,1,7,Sonoma,Round1,25-Aug,214.67
329,B6_Live_Bp,B_6,Live,Tray8,16,Alive,11/26/17,2012/5/17,1.73,2.92,Bp,6,Baccharis,2,17,BMR,Round1,24-Aug,4.65
330,A29_Ster_Aa,A_29,Sterile,Tray8,17,Alive,11/26/17,2012/5/17,38.87,49.39,Aa,29,Ammophila,1,11,Sonoma,Round1,25-Aug,88.26
331,I42_Ster_Ce,I_42,Sterile,Tray8,18,Alive,11/26/17,2012/5/17,17.28,8.44,Ce,42,IcePlant,2,23,Sonoma,Round1,25-Aug,25.72
332,I4_Live_La,I_4,Live,Tray8,19,Alive,11/26/17,2012/5/17,1008.24,847.65,La,4,IcePlant,1,20,BMR,Round1,25-Aug,1855.89
333,L3_Live_La,L_3,Live,Tray8,20,Alive,11/26/17,2012/5/17,670.28,687.16,La,3,Lupine,2,6,BMR,Round1,24-Aug,1357.44
334,L8_Ster_Aa,L_8,Sterile,Tray8,21,Alive,11/26/17,2012/5/17,59.22,60.32,Aa,8,Lupine,1,4,BMR,Round1,25-Aug,119.54
335,B17_Ster_Ce,B_17,Sterile,Tray8,22,Alive,11/26/17,2012/5/17,8.25,3,Ce,17,Baccharis,1,7,Sonoma,Round1,25-Aug,11.25
336,I23_Live_Ce,I_23,Live,Tray8,23,Alive,11/26/17,2012/5/17,7.43,1.23,Ce,23,IcePlant,1,15,Sonoma,Round1,24-Aug,8.66
